date,spx_close,spx_divy,rfr_1m,ivol25dput,ivol25dcall,rfr_3m,iv_90,iv_95,iv_97_5
40141,1105.65,2.03,0.23594,19.2426,15.3558,0.26063,25.2879,22.72,21.5271
40142,1110.63,2.03,0.23406,18.999,15.5749,0.25563,25.1885,22.6617,21.4864
40144,1091.49,2.06,0.23531,24.4695,19.3525,0.25563,27.2829,24.6951,23.4953
40147,1095.63,2.05,0.23531,23.3074,18.3054,0.25656,27.5632,24.9497,23.7282
40148,1108.86,2.03,0.23469,19.9379,16.3785,0.25531,26.3111,23.7342,22.5306
40149,1109.23,2.03,0.23438,19.0197,15.8136,0.255,26.2341,23.6532,22.4474
40150,1099.92,2.05,0.23469,20.7081,17.1338,0.25531,26.4128,23.8493,22.6574
40151,1105.98,2.04,0.23469,17.1668,16.3881,0.25656,26.3799,23.8245,22.6384
40154,1103.25,2.04,0.23469,19.0653,16.4411,0.25656,26.6573,24.1132,22.934
40155,1091.94,2.06,0.23469,22.0966,17.6511,0.25594,27.4528,24.8344,23.6165
40156,1095.95,2.05,0.23406,19.7798,16.1969,0.25519,27.3031,24.6389,23.4004
40157,1102.35,2.04,0.23406,18.4238,15.3052,0.25425,26.9793,24.3125,23.0746
40158,1106.41,2.03,0.23313,16.2969,15.0295,0.25363,26.6574,23.9428,22.6843
40161,1114.11,2.02,0.2325,19.0147,13.8475,0.25375,26.3684,23.7067,22.4689
40162,1107.93,2.03,0.2325,18.8465,14.0967,0.25344,26.5843,23.9371,22.7005
40163,1109.18,2.03,0.2325,18.0032,13.5741,0.25375,26.0062,23.3356,22.0872
40164,1096.08,2.05,0.23313,17.3767,15.7145,0.25338,26.5218,23.8279,22.5724
40165,1102.47,2.04,0.23188,21.5072,15.9209,0.25125,26.5539,23.8289,22.5589
40168,1114.05,2,0.23188,19.5237,14.7885,0.24875,25.5487,22.8384,21.5652
40169,1118.02,2,0.23188,18.2092,13.6417,0.24875,24.9295,22.2431,20.9737
40170,1120.59,1.99,0.23125,18.1212,14.0362,0.25063,24.6231,21.9852,20.7614
40171,1126.48,1.98,0.23125,17.4274,13.7189,0.25063,24.4981,21.7914,20.5295
40175,1127.78,1.98,0.23125,17.8021,13.9091,0.25063,24.6629,21.9573,20.697
40176,1126.2,1.98,0.23094,17.6,14.0633,0.25063,24.5518,21.863,20.6029
40177,1126.42,1.98,0.23094,17.3985,13.7541,0.25063,24.9293,22.2271,20.9631
40178,1115.1,2,0.23094,19.5726,15.2249,0.25063,25.5495,22.7425,21.4247
40182,1132.98,1.98,0.23344,17.2797,14.1735,0.25438,25.0372,22.2509,20.9384
40183,1136.52,1.97,0.23344,16.0517,13.4354,0.2525,24.6094,21.8209,20.5126
40184,1137.14,1.97,0.23219,15.9958,13.3821,0.25,23.8253,21.0685,19.7888
40185,1141.7,1.96,0.23125,16.1295,13.8318,0.24938,23.5662,20.791,19.4969
40186,1144.98,1.96,0.23313,14.1662,12.2617,0.25125,23.1698,20.4443,19.1911
40189,1146.98,1.96,0.23313,15.4273,13.0513,0.25125,23.1842,20.4259,19.1632
40190,1136.22,1.98,0.23313,14.66,14.5073,0.25125,24.1558,21.3568,20.0564
40191,1145.68,1.97,0.23313,13.6038,13.0483,0.25125,23.1725,20.3096,18.9944
40192,1148.46,1.96,0.23313,15.001,11.0946,0.25125,22.9172,20.1174,18.8228
40193,1136.03,1.98,0.23313,18.3024,14.0142,0.25125,23.6824,20.849,19.5367
40197,1150.23,1.95,0.23063,17.2585,13.3454,0.249,22.9429,20.0925,18.7752
40198,1138.04,1.98,0.23063,18.4672,13.931,0.24888,23.4949,20.6707,19.3606
40199,1116.48,2.01,0.23063,22.4462,16.3863,0.24888,25.2354,22.3615,20.9925
40200,1091.76,2.06,0.23063,28.1074,19.3156,0.24906,28.1141,25.1118,23.6766
40203,1096.79,2.05,0.23063,26.0592,17.9572,0.24875,26.9373,23.9174,22.472
40204,1092.17,2.06,0.23063,24.7544,18.7106,0.24875,26.7294,23.9547,22.6166
40205,1097.5,2.05,0.23063,23.0228,17.4996,0.24875,26.3809,23.6596,22.3525
40206,1084.53,2.07,0.22875,23.6307,18.2585,0.24875,26.4248,23.7043,22.3966
40207,1073.87,2.1,0.22906,24.4385,18.8784,0.24906,27.5462,24.8975,23.6228
40210,1089.19,2.07,0.22906,21.9953,16.7135,0.24906,25.9579,23.2237,21.9068
40211,1103.32,2.04,0.23094,20.3468,15.5207,0.25031,24.9539,22.2804,20.9902
40212,1097.28,2.05,0.22906,20.4947,15.7439,0.24906,25.3636,22.7555,21.4898
40213,1063.11,2.12,0.22844,26.1398,20.5171,0.24875,27.8837,25.2614,23.9998
40214,1066.19,2.12,0.22844,25.4221,19.1132,0.24969,28.2135,25.5739,24.2976
40217,1056.74,2.14,0.22844,25.4434,19.7243,0.25,28.186,25.578,24.3156
40218,1070.52,2.11,0.22844,23.5606,18.5104,0.25,27.7317,25.0708,23.7785
40219,1068.14,2.11,0.22844,22.6227,18.1844,0.25,27.795,25.1813,23.9037
40220,1078.47,2.1,0.23063,20.2403,16.3783,0.25,26.9705,24.3803,23.1116
40221,1075.51,2.1,0.23188,16.1908,16.0429,0.25,27.263,24.6628,23.3892
40225,1094.87,2.04,0.22875,20.7908,16.6834,0.25,26.0135,23.3885,22.0998
40226,1099.51,2.03,0.22875,20.9095,14.6926,0.25063,25.5756,22.9232,21.6442
40227,1106.75,2.02,0.22875,20.6704,15.3636,0.25125,24.8798,22.1577,20.8629
40228,1109.17,2.01,0.22875,19.9668,15.1741,0.25194,24.3049,21.5952,20.3103
40231,1108.02,2.01,0.22875,17.0423,14.7554,0.25219,23.7456,21.0219,19.7414
40232,1094.6,2.04,0.22875,19.5402,16.6665,0.25194,24.7058,22.056,20.8024
40233,1105.24,2.02,0.22875,18.1183,15.3932,0.25194,24.3695,21.6518,20.377
40234,1102.94,2.02,0.22875,17.9755,15.3695,0.25194,24.4018,21.6916,20.4132
40235,1104.49,2.02,0.22875,17.9471,14.9162,0.25169,23.8015,21.06,19.7703
40238,1115.71,1.99,0.22813,15.9117,13.3101,0.25169,23.6609,20.9373,19.6499
40239,1118.31,1.99,0.22813,16.415,13.864,0.25194,23.3731,20.6565,19.3759
40240,1118.79,1.99,0.22813,16.2894,13.9479,0.25194,23.1751,20.4592,19.1773
40241,1122.97,1.98,0.22813,15.657,13.2727,0.25219,23.3469,20.5883,19.2955
40242,1138.7,1.95,0.22906,14.133,12.4082,0.25363,22.4804,19.7014,18.3959
40245,1138.51,1.96,0.23,13.3133,11.9205,0.25425,22.3905,19.6464,18.3575
40246,1140.45,1.95,0.23,14.0132,12.358,0.2555,22.5272,19.8498,18.59
40247,1145.61,1.94,0.23,14.4326,12.7594,0.25563,22.5494,19.8965,18.6591
40248,1150.24,1.94,0.23,13.3401,11.4406,0.25703,22.908,20.3225,19.1179
40249,1149.99,1.94,0.23,13.1267,11.0792,0.25719,22.7259,20.153,18.9533
40252,1150.51,1.94,0.23031,17.1608,14.9886,0.25763,22.871,20.2748,19.0583
40253,1159.46,1.92,0.23563,16.3098,14.3163,0.26088,22.326,19.7323,18.5152
40254,1166.21,1.91,0.23744,15.5085,13.5966,0.26638,21.9326,19.3725,18.1668
40255,1165.83,1.91,0.23975,15.3484,13.4175,0.271,21.7754,19.1914,17.9733
40256,1159.9,1.92,0.24506,15.8106,13.6157,0.2775,22.2024,19.5854,18.3612
40259,1165.81,1.91,0.24719,14.5306,12.4335,0.28188,22.0708,19.387,18.1325
40260,1174.17,1.9,0.24606,14.5324,12.5531,0.28353,21.5782,18.8905,17.6469
40261,1167.72,1.91,0.24619,15.7888,13.5722,0.28491,22.2379,19.5182,18.2644
40262,1165.73,1.91,0.24694,16.7047,14.3296,0.28781,22.2229,19.4873,18.2239
40263,1166.59,1.91,0.24688,15.7328,13.3688,0.28875,22.5694,19.8208,18.5438
40266,1173.22,1.9,0.24788,14.5223,12.3588,0.29013,22.2474,19.4415,18.1348
40267,1173.27,1.9,0.24863,13.8966,11.5878,0.29088,22.0578,19.2331,17.9098
40268,1169.43,1.91,0.24863,13.7565,11.5407,0.2915,22.3566,19.5266,18.1971
40269,1178.1,1.89,0.24863,12.981,10.8809,0.2915,22.5187,19.6822,18.3635
40273,1187.44,1.88,0.24863,13.5179,10.8128,0.2915,21.9349,19.1011,17.7769
40274,1189.44,1.87,0.25075,13.8929,10.7816,0.29488,21.3375,18.5345,17.2308
40275,1182.45,1.89,0.25138,14.4177,11.2004,0.29525,21.715,18.902,17.5963
40276,1186.44,1.88,0.25013,13.6722,10.6838,0.294,21.2827,18.4422,17.1274
40277,1194.37,1.87,0.25288,13.5192,10.2561,0.29781,21.1189,18.2957,16.9945
40280,1196.48,1.86,0.25298,12.626,9.80841,0.30041,21.3366,18.5212,17.2227
40281,1197.3,1.86,0.25438,15.4113,13.3446,0.30281,21.2405,18.4048,17.0939
40282,1210.65,1.85,0.25594,14.8726,12.7473,0.30375,21.1027,18.2361,16.9214
40283,1211.67,1.84,0.25625,14.9621,12.8918,0.30438,21.2212,18.4435,17.1697
40284,1192.13,1.87,0.25563,16.531,13.9694,0.30531,22.4484,19.6316,18.3321
40287,1197.52,1.86,0.2575,15.1525,12.7408,0.30531,22.3449,19.4633,18.1305
40288,1207.18,1.85,0.25875,14.33,12.0371,0.30719,21.3733,18.519,17.1924
40289,1205.95,1.85,0.26063,14.6081,12.2922,0.31281,21.5793,18.8202,17.5513
40290,1208.67,1.85,0.2625,14.6021,12.3487,0.31578,21.5668,18.7212,17.4001
40291,1217.28,1.83,0.26438,14.8948,12.7046,0.32063,21.4049,18.663,17.3968
40294,1212.05,1.84,0.26469,15.234,13.0268,0.32375,21.8096,19.1237,17.894
40295,1183.71,1.89,0.26672,21.0696,17.2303,0.32781,23.8749,21.0546,19.7631
40296,1191.36,1.88,0.27313,18.7549,15.2551,0.33781,24.107,21.172,19.8122
40297,1206.78,1.85,0.27766,16.3242,13.4759,0.34438,23.074,20.0725,18.6787
40298,1186.69,1.88,0.28,20.0513,16.503,0.34656,24.9277,21.9001,20.4787
40301,1202.26,1.86,0.28,18.1803,14.8722,0.34656,24.3872,21.3631,19.9428
40302,1173.6,1.9,0.28469,23.1763,18.5381,0.35313,27.0549,23.9406,22.4786
40303,1165.9,1.92,0.29094,24.7702,19.4504,0.36016,28.3213,25.1375,23.6137
40304,1128.15,1.98,0.29706,32.9287,26.2517,0.37359,34.5737,31.3136,29.7277
40305,1110.89,2.01,0.34875,45.0731,30.8678,0.42813,36.9372,33.6093,31.9899
40308,1159.73,1.93,0.34,29.6579,21.5046,0.42125,30.8681,27.5136,25.8868
40309,1155.79,1.93,0.3375,27.7315,22.1404,0.42281,30.2082,26.9496,25.3669
40310,1171.67,1.91,0.33813,24.283,18.8075,0.43019,28.1597,24.9877,23.4539
40311,1157.44,1.93,0.33688,25.6037,19.7237,0.43588,29.2044,25.9094,24.3094
40312,1135.68,1.97,0.33775,31.0106,22.139,0.44506,32.9046,29.5018,27.8466
40315,1136.94,1.97,0.33894,27.4567,22.4259,0.46,32.3861,29.0336,27.398
40316,1120.8,1.99,0.33969,30.3327,24.9052,0.46469,33.7681,30.5077,28.9097
40317,1115.05,2.01,0.34106,31.7206,25.6833,0.4775,34.6675,31.2793,29.6195
40318,1071.59,2.09,0.34131,42.1874,33.7961,0.48406,39.1209,35.5035,33.7291
40319,1087.69,2.06,0.34281,35.9793,29.1155,0.49688,40.5001,36.8499,35.0451
40322,1073.65,2.08,0.34525,35.5128,27.66,0.50969,36.9691,33.3687,31.5955
40323,1074.03,2.08,0.354,32.3681,25.8849,0.53625,36.5116,33.035,31.3354
40324,1067.95,2.1,0.35406,32.8135,26.223,0.53781,34.9525,31.7242,30.1299
40325,1103.06,2.03,0.35375,26.6643,21.6823,0.53844,32.2605,28.8536,27.1919
40326,1089.41,2.05,0.35125,29.7362,23.9157,0.53625,32.2371,28.8181,27.152
40330,1070.71,2.09,0.35088,35.5362,28.5163,0.53625,34.0814,30.6893,29.0266
40331,1098.38,2.04,0.35088,27.751,22.5437,0.5375,32.0693,28.6825,27.0263
40332,1102.83,2.03,0.35088,27.4014,22.3895,0.53781,31.5576,28.1395,26.4804
40333,1064.88,2.1,0.35,35.0266,28.247,0.53656,35.0677,31.6784,30.0329
40336,1050.47,2.13,0.35,36.5722,29.2995,0.53719,35.6953,32.3732,30.7617
40337,1062,2.11,0.35,32.1446,25.8528,0.53688,34.9284,31.6032,29.9821
40338,1055.69,2.12,0.35031,32.4425,26.932,0.53656,34.3837,31.1075,29.5224
40339,1086.84,2.06,0.34969,28.41,23.6641,0.53644,32.4216,29.1211,27.5288
40340,1091.6,2.05,0.34969,24.8799,19.861,0.53706,32.2038,28.9127,27.3119
40343,1089.63,2.05,0.34969,27.0085,23.0903,0.53706,31.2931,28.0774,26.5207
40344,1115.23,2.01,0.34969,23.9117,20.2199,0.53894,29.6167,26.3522,24.747
40345,1114.61,2.01,0.34844,24.3649,20.8278,0.53894,29.7907,26.5029,24.9252
40346,1116.04,2,0.3475,23.2129,19.2656,0.53925,29.6963,26.3777,24.7839
40347,1117.51,2,0.34734,21.6626,17.9945,0.53819,28.361,24.9459,23.2875
40350,1113.2,2.01,0.34719,23.1005,19.1191,0.53838,29.2326,25.7584,24.09
40351,1095.31,2.04,0.34719,25.3478,20.6354,0.53825,30.1977,26.8359,25.2051
40352,1092.04,2.05,0.34719,24.9967,20.9106,0.53825,30.651,27.3568,25.7672
40353,1073.69,2.08,0.34719,28.3915,23.3089,0.53719,32.511,29.141,27.4999
40354,1076.77,2.08,0.34719,26.1895,21.642,0.53469,31.6987,28.3468,26.7102
40357,1074.57,2.08,0.34719,26.6747,22.171,0.53344,31.7776,28.4678,26.848
40358,1041.24,2.15,0.34563,34.2607,27.6551,0.533,35.7933,32.4822,30.873
40359,1030.71,2.17,0.34844,33.5347,27.1909,0.53394,35.2169,32.1056,30.5749
40360,1027.37,2.18,0.34719,30.7329,26.0748,0.53331,35.6408,32.4802,30.9366
40361,1022.58,2.2,0.3475,26.7361,23.1045,0.53363,34.2792,31.2715,29.7829
40365,1028.06,2.19,0.34625,28.8118,23.9294,0.53113,34.0643,31.0286,29.5382
40366,1060.27,2.12,0.345,25.4418,21.0534,0.52988,31.5108,28.3971,26.8699
40367,1070.24,2.1,0.3425,23.2049,19.4582,0.5275,30.5789,27.5901,26.1208
40368,1077.96,2.09,0.34094,20.0346,17.2015,0.52681,29.6815,26.8664,25.464
40371,1078.75,2.09,0.34094,24.3145,21.1063,0.52556,29.9003,27.0516,25.64
40372,1095.34,2.06,0.34094,23.9164,20.8941,0.52594,29.2269,26.2936,24.8444
40373,1095.17,2.06,0.34094,24.1115,20.8595,0.52563,30.332,27.3743,25.9116
40374,1096.48,2.05,0.34063,24.1557,20.9213,0.52469,30.9101,27.8465,26.3405
40375,1064.88,2.12,0.33813,25.5968,22.1834,0.52125,32.1928,29.2396,27.794
40378,1071.25,2.1,0.33688,24.4773,21.1713,0.51781,31.0018,28.009,26.55
40379,1083.48,2.08,0.3325,22.8942,19.8802,0.5125,29.7924,26.7647,25.272
40380,1069.59,2.11,0.33063,24.64,21.604,0.50625,30.9665,27.898,26.3893
40381,1093.67,2.07,0.32875,23.1539,19.8396,0.49781,29.1194,26.0879,24.6078
40382,1102.66,2.05,0.32688,22.1085,18.7758,0.49313,28.4887,25.5197,24.0854
40385,1115.01,2.02,0.325,20.9574,17.585,0.4875,28.2796,25.186,23.6642
40386,1113.84,2.03,0.32063,21.1195,18.2751,0.48125,28.0534,24.9864,23.4683
40387,1106.13,2.04,0.31563,21.8592,18.7522,0.475,28.464,25.4417,23.9824
40388,1101.53,2.05,0.31156,21.5765,18.142,0.46563,28.1245,25.1328,23.6849
40389,1101.6,2.05,0.305,21.2184,18.3417,0.45375,28.3324,25.3385,23.8882
40392,1125.86,2.01,0.30281,19.401,16.1918,0.44469,26.756,23.758,22.3093
40393,1120.46,2.02,0.3,20.0252,17.0396,0.43469,27.2094,24.1602,22.69
40394,1127.24,2,0.29531,19.6201,16.4894,0.42406,27.2124,24.2033,22.7542
40395,1125.82,2.01,0.29469,19.661,16.4708,0.41813,27.7713,24.7563,23.2905
40396,1121.64,2.01,0.29344,18.6044,15.7156,0.41125,27.9675,24.9328,23.447
40399,1127.79,2,0.29,19.3892,15.9135,0.40438,27.6177,24.5763,23.1002
40400,1121.06,2.02,0.28563,19.8282,16.6484,0.39781,27.7578,24.8412,23.4304
40401,1089.47,2.08,0.27938,24.2507,19.9048,0.38438,30.1399,27.1899,25.7565
40402,1083.61,2.09,0.27594,23.8348,19.6515,0.37625,30.5937,27.6557,26.2171
40403,1079.25,2.1,0.27188,23.8122,19.3987,0.36938,31.1383,28.1805,26.7514
40406,1079.38,2.1,0.26938,24.7746,21.4527,0.36188,31.4164,28.4523,27.0106
40407,1092.54,2.07,0.26656,22.9283,19.826,0.35219,29.9024,26.9711,25.5402
40408,1094.16,2.07,0.26625,22.5227,19.4416,0.34547,29.5657,26.6433,25.2117
40409,1075.63,2.11,0.26469,24.5482,21.0248,0.33906,30.9469,28.0341,26.614
40410,1071.69,2.11,0.26438,23.6906,20.2075,0.32922,31.077,28.2003,26.7927
40413,1067.36,2.12,0.26375,23.4675,20.0193,0.3175,30.4555,27.5862,26.1794
40414,1051.87,2.15,0.26156,25.5579,21.8362,0.3075,31.4894,28.6151,27.1829
40415,1055.33,2.15,0.26156,24.968,21.0057,0.30375,31.5494,28.6995,27.2885
40416,1047.22,2.16,0.26031,25.4606,21.7799,0.29938,31.6683,28.8718,27.4957
40417,1064.59,2.13,0.25938,22.1857,19.1106,0.29688,30.0074,27.1966,25.8073
40420,1048.92,2.16,0.25938,24.8874,21.31,0.29688,31.042,28.2062,26.8096
40421,1049.33,2.16,0.25781,24.5828,21.1885,0.29563,31.1998,28.4623,27.1083
40422,1080.29,2.1,0.25781,21.5365,18.2977,0.29563,29.4334,26.6116,25.231
40423,1090.1,2.08,0.25781,20.4505,17.3406,0.29438,28.5719,25.7598,24.3806
40424,1104.51,2.05,0.25781,17.1049,14.5486,0.29281,27.4565,24.5627,23.1417
40428,1091.84,2.07,0.25766,20.3395,17.5042,0.29188,28.5215,25.6508,24.2457
40429,1098.87,2.06,0.25734,19.8062,15.9723,0.2925,28.2774,25.4295,24.0329
40430,1104.18,2.05,0.25734,18.4505,15.0446,0.2925,27.9395,25.0026,23.5636
40431,1109.55,2.04,0.25734,16.7544,13.0313,0.29219,27.6066,24.6173,23.1547
40434,1121.9,2.02,0.25734,20.1631,17.3922,0.29219,26.9824,24.0566,22.6182
40435,1121.1,2.02,0.25734,20.3898,17.5827,0.29188,26.6431,23.6608,22.1984
40436,1125.07,2.01,0.25734,20.7725,17.6755,0.29203,27.2373,24.213,22.7191
40437,1124.66,2.01,0.25734,20.3068,17.302,0.29141,27.2501,24.2188,22.7362
40438,1125.59,2.01,0.2575,19.7885,16.818,0.29156,27.1521,24.0765,22.5898
40441,1142.71,1.98,0.25625,18.9241,15.9788,0.29031,26.6459,23.52,22.0046
40442,1139.78,1.99,0.25625,20.1056,16.8152,0.28969,26.8343,23.8522,22.4023
40443,1134.28,2,0.25625,20.305,17.2809,0.28938,27.2008,24.2224,22.7874
40444,1124.83,2.01,0.25625,21.8068,17.9467,0.28938,27.8524,24.9481,23.5604
40445,1148.67,1.97,0.25625,19.0582,15.9066,0.28938,26.8703,23.8264,22.3535
40448,1142.16,1.98,0.25625,20.0371,16.919,0.28938,26.9431,23.9389,22.4965
40449,1147.7,1.97,0.25625,19.4735,16.2935,0.28938,27.4391,24.4877,23.0517
40450,1144.73,1.98,0.25625,20.2832,17.0326,0.29,27.606,24.6928,23.293
40451,1141.2,1.98,0.25625,20.3342,17.3465,0.29,28.1221,25.0479,23.5793
40452,1146.24,1.98,0.25688,18.6357,15.7544,0.29063,27.5426,24.5232,23.0981
40455,1137.03,2,0.25688,20.7667,17.0366,0.29063,28.3331,25.3498,23.9317
40456,1160.75,1.96,0.25688,18.131,15.1613,0.29,26.7796,23.8642,22.4705
40457,1159.97,1.96,0.25688,17.5643,14.6831,0.28969,26.8049,23.9391,22.5734
40458,1158.06,1.96,0.25625,18.2201,15.7381,0.28906,26.7239,23.9552,22.6353
40459,1165.15,1.95,0.25625,16.6713,14.0129,0.28906,25.7373,23.0516,21.7624
40462,1165.32,1.95,0.25625,19.6495,17.4641,0.28906,25.7659,23.0828,21.7952
40463,1169.77,1.94,0.25625,19.1838,17.0741,0.28906,25.1392,22.4459,21.1494
40464,1178.1,1.93,0.25625,19.0605,17.0316,0.28906,24.7685,22.1219,20.8652
40465,1173.81,1.93,0.25625,19.961,17.6181,0.28906,25.7492,23.0352,21.74
40466,1176.19,1.93,0.25625,19.027,16.6836,0.28906,25.5391,22.7596,21.444
40469,1184.71,1.92,0.25625,18.1971,15.8912,0.28906,24.848,21.9936,20.6301
40470,1165.9,1.95,0.25625,19.9041,17.3458,0.28906,25.975,23.2362,21.9183
40471,1178.17,1.93,0.25625,18.8798,16.5255,0.28844,24.5871,21.8349,20.5058
40472,1180.27,1.93,0.25625,18.2118,15.7552,0.28844,24.3896,21.72,20.4145
40473,1183.08,1.92,0.25625,17.6822,15.545,0.28844,23.8135,21.1638,19.8668
40476,1185.62,1.92,0.25625,18.6143,16.2215,0.28844,23.5515,20.9815,19.7339
40477,1185.64,1.92,0.25531,19.0175,16.5224,0.28844,24.1923,21.6227,20.3916
40478,1182.45,1.92,0.25531,19.3304,16.8525,0.28813,24.8864,22.3138,21.0609
40479,1183.78,1.92,0.25406,19.3867,16.836,0.28688,24.8276,22.2142,20.9467
40480,1183.26,1.92,0.25375,19.9189,17.2591,0.28594,24.7515,22.146,20.8861
40483,1184.39,1.92,0.25375,20.8469,17.8099,0.28594,25.4477,22.8673,21.6152
40484,1193.57,1.91,0.25375,20.7171,17.9311,0.28594,24.8091,22.2294,20.9988
40485,1197.96,1.9,0.25375,18.0448,15.7779,0.28594,23.6241,21.0709,19.8543
40486,1221.06,1.86,0.25344,16.7009,14.6905,0.28563,22.3985,19.8296,18.6234
40487,1225.85,1.86,0.25344,15.4657,13.6999,0.28563,22.2938,19.7615,18.5855
40490,1223.25,1.86,0.25344,15.0776,13.4494,0.28563,22.4888,19.8978,18.6937
40491,1213.4,1.88,0.25344,16.7416,13.9941,0.28563,22.7786,20.2483,19.0736
40492,1218.71,1.87,0.25344,15.1593,12.4383,0.28563,23.0445,20.3721,19.1186
40493,1213.54,1.88,0.25344,15.615,12.3663,0.28563,23.1584,20.474,19.2103
40494,1199.21,1.9,0.25344,19.3611,14.8203,0.28438,24.4529,21.7128,20.4171
40497,1197.75,1.9,0.25344,19.0528,16.8691,0.28438,24.2224,21.5391,20.2576
40498,1178.34,1.93,0.25344,21.086,18.1556,0.28438,26.2664,23.5734,22.2697
40499,1178.59,1.93,0.25344,20.505,17.662,0.28438,25.8241,23.0975,21.7813
40500,1196.69,1.91,0.25344,17.4797,14.8486,0.28438,24.1437,21.3534,20.0067
40501,1199.73,1.9,0.25344,16.4599,14.0359,0.28438,23.7874,21.0347,19.7127
40504,1197.84,1.91,0.25344,16.8108,14.2158,0.28438,23.7723,20.9492,19.6129
40505,1180.73,1.93,0.25344,19.1781,16.2106,0.28438,24.7044,21.8785,20.5277
40506,1198.35,1.91,0.25344,17.7186,14.9653,0.2875,23.6976,20.9207,19.5883
40508,1189.4,1.92,0.25625,21.3236,17.7959,0.29438,25.241,22.4714,21.1499
40511,1187.76,1.92,0.2575,20.6647,17.1014,0.29594,25.4858,22.6876,21.3353
40512,1180.55,1.93,0.26063,22.6129,18.763,0.30031,26.5233,23.7063,22.3506
40513,1206.07,1.9,0.26531,19.4537,16.2959,0.30344,25.6387,22.7982,21.4393
40514,1221.53,1.87,0.26563,17.5931,15.4021,0.30344,24.1913,21.362,20.0306
40515,1224.71,1.87,0.265,15.6254,13.0751,0.30344,23.2029,20.4039,19.0784
40518,1223.12,1.87,0.265,15.7551,13.4441,0.30344,22.9368,20.1583,18.8611
40519,1223.75,1.87,0.26375,16.0064,13.9491,0.30219,22.9041,20.14,18.8446
40520,1228.28,1.86,0.2625,15.1969,13.25,0.30219,22.5699,19.7503,18.4441
40521,1233,1.85,0.26219,14.3224,12.3287,0.30219,22.088,19.3345,18.0626
40522,1240.4,1.84,0.26031,14.383,12.3472,0.30156,21.8758,19.1282,17.856
40525,1240.46,1.84,0.26031,17.0883,15.156,0.30156,22.2212,19.4806,18.2139
40526,1241.59,1.84,0.26063,17.0054,15.0643,0.30188,22.4775,19.6985,18.4019
40527,1235.23,1.85,0.26063,17.2476,15.1518,0.30188,22.7111,19.8966,18.6143
40528,1242.87,1.84,0.26063,16.3591,14.3746,0.30375,22.8114,19.8992,18.5624
40529,1243.91,1.84,0.26063,15.3857,13.5036,0.30375,22.2174,19.336,18.0019
40532,1247.08,1.83,0.26063,15.1709,13.3606,0.30281,21.9961,19.0901,17.7501
40533,1254.6,1.82,0.26063,15.3339,13.4013,0.30281,22.0127,19.0249,17.6582
40534,1258.84,1.81,0.26063,14.4724,12.7111,0.30281,21.6946,18.7621,17.4098
40535,1256.77,1.82,0.26063,14.7167,12.8381,0.30281,22.3879,19.3932,18.0272
40539,1257.54,1.82,0.26063,15.4774,13.1758,0.30281,23.242,20.2888,18.8672
40540,1258.51,1.82,0.26063,15.1184,13.1023,0.30281,23.1898,20.2626,18.8612
40541,1259.78,1.81,0.26063,14.7944,12.7474,0.30281,22.7968,19.8961,18.5468
40542,1257.88,1.82,0.26063,14.927,12.8705,0.30281,23.0361,20.1754,18.8501
40543,1257.64,1.82,0.26063,15.6267,13.2657,0.30281,23.1112,20.2632,18.9271
40546,1271.87,1.94,0.26063,14.583,12.6984,0.30281,22.6239,19.7817,18.4708
40547,1270.2,1.94,0.26063,14.4645,12.3447,0.30281,22.8317,20.0047,18.6548
40548,1276.56,1.93,0.26125,13.9705,12.2441,0.30281,22.1946,19.3505,18.0254
40549,1273.85,1.94,0.26125,14.4981,12.5856,0.30313,22.4689,19.6198,18.3017
40550,1271.5,1.94,0.26125,13.7386,12.0231,0.30313,22.5795,19.7312,18.3854
40553,1269.75,1.95,0.26125,14.0971,11.951,0.30313,22.585,19.6961,18.3367
40554,1274.48,1.94,0.26125,13.4145,10.8998,0.30313,22.3017,19.4185,18.0646
40555,1285.96,1.92,0.26125,12.9892,11.5593,0.30313,21.6707,18.8809,17.5701
40556,1283.76,1.93,0.26125,12.8511,11.1439,0.30313,21.6804,18.9584,17.6816
40557,1293.24,1.92,0.26125,11.8565,9.71701,0.30313,20.9221,18.1356,16.7965
40561,1295.02,1.91,0.26063,14.5775,12.7901,0.30313,20.82,18.1035,16.8262
40562,1281.92,1.93,0.26,16.1059,13.9373,0.30313,21.9825,19.1776,17.8647
40563,1280.26,1.93,0.26,15.9711,13.5014,0.30313,22.1863,19.2674,17.9023
40564,1283.35,1.93,0.26,15.9654,13.3883,0.30313,22.3741,19.4429,18.0502
40567,1290.84,1.92,0.26,15.2656,12.5278,0.30313,21.7928,18.8236,17.4521
40568,1291.18,1.92,0.26,15.132,12.3648,0.30438,22.1641,19.0873,17.6134
40569,1296.63,1.91,0.26,14.2396,11.9891,0.30438,21.1755,18.1329,16.6976
40570,1299.54,1.91,0.26,13.8911,11.688,0.30438,20.809,17.7641,16.3354
40571,1276.34,1.94,0.26,18.1649,14.7183,0.30438,22.616,19.5939,18.1735
40574,1286.12,1.93,0.26,17.3963,13.7341,0.30438,22.6177,19.4968,18.0019
40575,1307.59,1.89,0.263,15.1802,12.7037,0.3105,21.334,18.2916,16.8607
40576,1304.03,1.9,0.263,14.9758,12.1786,0.3105,21.2637,18.2806,16.8901
40577,1307.1,1.9,0.263,14.0503,11.7761,0.3105,21.1563,18.0965,16.6727
