date,spx_close,spx_divy,rfr_1m,ivol25dput,ivol25dcall,rfr_3m,iv_90,iv_95,iv_97_5
41795,1940.46,2.01,0.151,10.51398,8.584589,0.2306,16.9507,14.3224,13.025
41796,1949.44,2,0.1535,8.480639,7.160456,0.2296,16.2053,13.6462,12.3511
41799,1951.27,2,0.15225,9.43181,7.482774,0.23055,16.489,13.8639,12.4924
41800,1950.79,2,0.152,9.220861,7.4021,0.2303,16.3916,13.693,12.3454
41801,1943.89,2,0.15125,10.02669,8.043084,0.2298,16.7226,13.9977,12.5527
41802,1930.11,2.02,0.15175,11.58142,8.847767,0.2306,17.4981,14.6282,13.1366
41803,1936.16,2.01,0.15425,10.80306,8.279343,0.2321,17.414,14.5813,13.1338
41806,1937.78,2.01,0.154,12.66729,9.386429,0.2306,17.5902,14.7289,13.2843
41807,1941.99,2.01,0.155,12.60023,9.205697,0.231,17.2389,14.3567,12.8864
41808,1956.98,1.99,0.153,9.668474,7.635779,0.231,16.3741,13.5045,12.032
41809,1959.48,1.99,0.15325,8.57354,6.813754,0.2296,16.3076,13.4542,11.929
41810,1962.87,1.99,0.154,8.149822,6.490594,0.2306,16.615,13.489,11.9233
41813,1962.61,1.99,0.152,8.480614,6.837839,0.2326,16.7118,14.2482,12.5361
41814,1949.98,2,0.1515,11.0479,8.539591,0.2336,16.9581,13.9718,12.4156
41815,1959.53,1.99,0.151,9.951694,7.555734,0.23385,16.791,14.2651,12.5389
41816,1957.22,1.99,0.1495,10.43924,7.815015,0.2341,16.696,13.7375,12.2387
41817,1960.96,1.99,0.1515,9.581737,7.154355,0.2346,16.6117,13.62,12.1263
41820,1960.23,1.99,0.1552,10.46324,7.386492,0.2307,16.544,13.6252,12.0775
41821,1973.32,1.98,0.1552,9.162947,7.076209,0.2318,16.4686,13.5419,12.0483
41822,1974.62,1.98,0.1555,8.5756,6.7593,0.2346,16.1148,13.2517,11.7634
41823,1985.44,1.97,0.1555,7.513936,5.883183,0.2321,15.9193,13.0619,11.5693
41827,1977.65,1.98,0.1534,9.775089,7.343337,0.2341,16.5412,13.662,12.1561
41828,1963.71,1.99,0.1525,11.33667,8.582472,0.2336,16.8505,14.0437,12.5029
41829,1972.83,1.98,0.15275,9.726984,7.3256,0.2341,16.7658,13.8857,12.3505
41830,1964.68,1.99,0.1515,11.34231,8.125498,0.2336,17.4958,14.5791,13.0579
41831,1967.57,1.99,0.152,10.52166,7.045672,0.2336,17.1011,14.1441,12.6135
41834,1977.1,1.98,0.152,9.472069,7.020926,0.2326,16.8212,13.9848,12.4641
41835,1973.28,1.99,0.1542,10.32272,7.493318,0.2331,17.0315,14.1767,12.6304
41836,1981.57,1.98,0.15545,9.292854,6.992534,0.2336,16.6181,13.7857,12.243
41837,1958.12,2,0.1562,16.71559,10.60688,0.2336,18.4623,15.4547,13.805
41838,1978.22,1.98,0.15425,11.03783,7.111948,0.2316,17.3515,14.3876,12.7816
41841,1973.63,1.99,0.15475,12.6976,8.652713,0.2331,17.677,14.7503,13.1928
41842,1983.53,1.98,0.15525,11.48789,8.105944,0.2326,17.2539,14.4785,12.9443
41843,1987.01,1.96,0.155,10.71008,7.795631,0.2341,17.1847,14.4562,12.9698
41844,1987.98,1.97,0.15425,10.93992,7.769396,0.2351,17.1783,14.5109,13.097
41845,1978.34,1.97,0.156,11.82187,8.318283,0.2341,17.6623,14.9257,13.4786
41848,1978.91,1.97,0.155,12.01637,8.493923,0.2361,17.5785,14.8494,13.3848
41849,1969.95,1.98,0.155,13.8689,9.710848,0.2371,17.9605,15.2051,13.7397
41850,1970.07,1.98,0.1558,13.3186,9.6132,0.2396,17.9286,15.1634,13.6884
41851,1930.67,2.02,0.156,20.06687,14.12815,0.2391,19.9958,17.1383,15.645
41852,1925.15,2.03,0.156,19.20089,13.49457,0.2381,20.4836,17.6736,16.1563
41855,1938.99,2.02,0.1569,14.94694,10.83665,0.2371,19.4092,16.603,15.1135
41856,1920.21,2.04,0.1585,17.54723,12.757,0.2371,20.6697,17.7988,16.2757
41857,1920.24,2.04,0.1588,16.75405,11.99778,0.2342,20.5512,17.7161,16.1947
41858,1909.57,2.05,0.157,17.36015,12.74563,0.2331,20.6711,17.923,16.4681
41859,1931.59,2.03,0.156,15.1837,11.52199,0.2351,20.1476,17.4279,15.9875
41862,1936.92,2.02,0.1555,15.22511,11.27149,0.2338,19.3232,16.6635,15.2199
41863,1933.75,2.02,0.156,15.02074,11.34976,0.2331,19.161,16.5143,15.0625
41864,1946.72,2.01,0.155,12.87678,9.595882,0.2336,18.119,15.4272,13.9537
41865,1955.18,2,0.155,12.27154,8.909519,0.2311,17.8002,15.0306,13.5049
41866,1955.06,2,0.1555,14.33468,9.510345,0.2321,18.1026,15.2091,13.6228
41869,1971.74,1.98,0.1555,11.83598,7.999583,0.2321,17.3934,14.6079,13.0447
41870,1981.6,1.97,0.1555,10.65135,7.95299,0.2344,17.4801,14.4947,12.9015
41871,1986.51,1.97,0.155,10.61938,8.08956,0.2349,17.3924,14.4791,12.9172
41872,1992.37,1.96,0.155,10.68452,8.101755,0.2349,17.2101,14.3472,12.7823
41873,1988.4,1.97,0.155,9.75822,7.60033,0.2384,17.1498,14.2082,12.6893
41876,1997.92,1.96,0.155,9.532317,7.350551,0.2384,17.1185,14.2508,12.6955
41877,2000.02,1.96,0.156,9.649999,7.388342,0.2381,17.0587,14.1745,12.7069
41878,2000.12,1.96,0.1567,9.209396,6.957747,0.2346,17.2736,14.4037,12.9242
41879,1996.74,1.96,0.1545,9.400057,7.478105,0.2336,17.4848,14.5201,12.9711
41880,2003.37,1.95,0.157,9.252506,6.689733,0.2336,17.6293,14.684,13.1624
41884,2002.28,1.96,0.1565,9.850962,7.720302,0.2331,17.8761,14.8888,13.3636
41885,2000.72,1.96,0.1561,10.36199,8.031148,0.2341,17.8715,14.9149,13.382
41886,1997.65,1.96,0.1561,11.55548,8.575077,0.2331,17.9358,14.9256,13.3311
41887,2007.71,1.95,0.1528,9.0208,6.253732,0.2323,17.5769,14.5094,12.9351
41890,2001.54,1.96,0.1535,11.02247,8.015993,0.2336,17.9087,14.8164,13.2442
41891,1988.44,1.97,0.1535,13.01055,9.353872,0.2346,18.2994,15.1476,13.5348
41892,1995.69,1.96,0.1535,12.52201,8.471742,0.2346,18.1268,15.0834,13.4669
41893,1997.45,1.96,0.1536,11.73372,7.931027,0.2341,18.275,15.0991,13.4804
41894,1985.54,1.97,0.1536,13.85649,8.974447,0.2346,18.5085,15.457,13.8498
41897,1984.13,1.98,0.1536,15.97668,10.94061,0.2346,19.0926,15.8533,14.1854
41898,1998.98,1.96,0.1535,13.77396,9.609667,0.2344,18.3626,15.1203,13.3689
41899,2001.57,1.96,0.153,11.74983,8.550942,0.2341,17.8362,14.7767,13.0741
41900,2011.36,1.95,0.1535,9.933354,7.502351,0.2331,17.6973,14.4163,12.7337
41901,2010.4,1.95,0.154,9.489792,6.572202,0.2331,17.8306,14.4898,12.6917
41904,1994.29,1.96,0.1545,12.24884,8.81849,0.2356,18.6784,15.4556,13.7568
41905,1982.77,1.98,0.1545,14.0489,9.808528,0.2341,19.4865,16.14,14.4762
41906,1998.3,1.96,0.1535,11.70681,8.354752,0.2351,18.6462,15.4023,13.6853
41907,1965.99,1.99,0.1515,16.67334,11.97346,0.2336,20.0186,16.7533,15.0533
41908,1982.85,1.98,0.154,15.35951,10.20634,0.2331,19.5047,16.2198,14.5393
41911,1977.8,1.98,0.1525,17.37844,11.44127,0.2351,20.087,16.8855,15.1808
41912,1972.29,1.99,0.1565,17.48808,12.70473,0.2351,20.387,17.2602,15.6076
41913,1946.16,2.03,0.152,18.41232,14.2094,0.2326,20.6964,17.779,16.2145
41914,1946.17,2.03,0.152,17.09537,12.86478,0.2312,20.4341,17.5477,16.0218
41915,1967.9,2.01,0.153,14.78359,10.93688,0.2316,19.3764,16.515,15.0325
41918,1964.82,2.01,0.153,15.80643,11.83157,0.2326,19.7594,16.9099,15.3865
41919,1935.1,2.04,0.1525,18.08607,13.81922,0.2311,20.8294,17.9334,16.4118
41920,1968.89,2.01,0.1518,15.0601,11.40085,0.2291,19.5537,16.6851,15.1519
41921,1928.21,2.05,0.1527,20.69369,16.65657,0.2291,21.0563,18.1656,16.6123
41922,1906.13,2.07,0.1528,22.24633,16.92311,0.23,22.8517,19.8464,17.683
41925,1874.74,2.11,0.1533,28.00577,20.80455,0.2306,25.0457,21.9955,20.4251
41926,1877.7,2.1,0.1518,25.41553,18.98426,0.2291,24.0463,20.9767,19.3816
41927,1862.49,2.12,0.1535,29.70507,20.85788,0.2281,25.9958,22.9574,21.5399
41928,1862.76,2.12,0.157,32.02042,21.48616,0.23075,25.2816,22.1672,20.9346
41929,1886.76,2.08,0.1572,25.3959,17.23084,0.23135,24.0866,20.8787,19.4114
41932,1904.01,2.06,0.1557,20.89145,15.07708,0.2321,22.454,19.6014,18.0469
41933,1941.28,2.03,0.153,17.56832,12.88713,0.2306,20.8711,18.0463,16.4866
41934,1927.11,2.05,0.153,20.29154,14.88594,0.2328,21.8137,18.8593,17.2925
41935,1950.82,2.03,0.152,17.59579,12.67555,0.2336,21.0993,18.3091,16.7993
41936,1964.58,2.01,0.152,15.27038,11.71346,0.2331,20.8509,18.0758,16.576
41939,1961.63,2.02,0.1525,16.99319,13.25238,0.2326,20.7473,18.0237,16.5606
41940,1985.05,1.99,0.1535,15.3224,12.00843,0.2326,19.7921,17.0395,15.6345
41941,1982.3,2,0.154,15.2691,11.58913,0.2326,20.0988,17.2821,15.8659
41942,1994.65,1.98,0.1567,14.35504,10.83154,0.23235,19.9208,17.0879,15.6356
41943,2018.05,1.96,0.1559,14.19355,11.41029,0.2321,19.5049,16.6192,15.1634
41946,2017.81,1.96,0.1555,15.36881,12.56739,0.23235,19.8752,16.9409,15.474
41947,2012.1,1.97,0.1555,16.29932,11.85545,0.23185,20.0541,17.1421,15.6248
41948,2023.57,1.96,0.1555,13.7773,10.98554,0.23185,19.6474,16.6402,15.0876
41949,2031.21,1.95,0.1555,12.8818,10.64839,0.2316,19.2805,16.2269,14.6612
41950,2031.92,1.95,0.1573,10.00945,8.577982,0.2326,18.9493,15.8914,14.3467
41953,2038.26,1.94,0.1543,11.27622,8.52327,0.2331,18.175,15.2318,13.8327
41954,2039.68,1.94,0.1533,11.30171,9.165033,0.2332,18.0269,15.1157,13.6201
41955,2038.25,1.94,0.1528,10.90125,8.324935,0.2332,18.8724,15.6622,14.0779
41956,2039.33,1.94,0.1547,10.97174,8.381934,0.2321,19.2218,15.9778,14.3378
41957,2039.82,1.94,0.153,10.11266,7.935055,0.2321,19.1259,15.8451,14.2286
41960,2041.32,1.94,0.154,10.69824,7.578508,0.23185,19.2229,15.9374,14.2923
41961,2051.8,1.93,0.155,9.661168,8.172438,0.23185,19.097,15.7575,14.1384
41962,2048.72,1.93,0.155,10.21781,7.698109,0.2311,19.2974,15.981,14.2782
41963,2052.75,1.93,0.155,9.254107,7.419401,0.2329,19.3462,15.8879,14.2347
41964,2063.5,1.92,0.15525,7.874609,6.583046,0.23285,19.0523,15.5935,13.9065
41967,2069.41,1.92,0.1535,9.841463,7.570691,0.23435,18.8871,15.4574,13.7701
41968,2067.03,1.92,0.15625,9.640774,7.819051,0.2356,18.737,15.3652,13.6892
41969,2072.83,1.91,0.15575,10.10888,7.521668,0.2356,18.7035,15.4153,13.781
41971,2067.56,1.92,0.154,12.52242,9.240368,0.2336,19.2648,16.0065,14.4127
41974,2053.44,1.94,0.15775,14.10662,10.79245,0.2346,19.9585,16.7095,15.1197
41975,2066.55,1.93,0.15825,12.45404,9.096819,0.2346,19.2092,15.9876,14.3943
41976,2074.33,1.92,0.157,11.70905,9.628122,0.23485,18.962,15.7691,14.204
41977,2071.92,1.92,0.1572,12.36295,8.596941,0.23535,18.8411,15.6,13.9891
41978,2075.37,1.92,0.158,9.443197,7.337636,0.2356,18.7355,15.4504,13.8088
41981,2060.31,1.93,0.1617,14.74573,10.64006,0.2376,19.8918,16.6868,15.0604
41982,2059.82,1.93,0.1585,15.72445,10.8192,0.23885,20.2068,16.9406,15.2756
41983,2026.14,1.97,0.1608,22.16365,15.9229,0.2399,22.1808,18.8745,17.136
41984,2035.33,1.96,0.1608,22.3894,15.18675,0.2406,23.715,20.1841,18.4107
41985,2002.33,1.99,0.161,26.84006,18.1797,0.24285,24.9324,21.5345,19.8564
41988,1989.63,2,0.162,21.90222,16.93014,0.2426,23.7312,20.3947,18.6859
41989,1972.74,2.02,0.162,23.27147,18.95923,0.2426,25.8038,22.5513,20.9284
41990,2012.89,1.98,0.1641,17.80984,14.05091,0.24535,23.2104,19.9477,18.2839
41991,2061.23,1.93,0.16545,13.62879,11.34717,0.2471,21.6643,18.2026,16.4385
41992,2070.65,1.93,0.16425,11.83481,10.05222,0.2521,21.5808,18.0085,16.2266
41995,2078.54,1.92,0.167,9.93832,8.663769,0.2551,21.1032,17.688,16.092
41996,2082.17,1.92,0.1695,10.10894,7.736623,0.2546,20.88,17.4049,15.6213
41997,2081.88,1.92,0.16875,8.983525,8.834814,0.2566,20.7849,17.3474,15.3634
41999,2088.77,1.91,0.16875,11.36795,8.290215,0.2566,20.6686,17.1992,15.4341
42002,2090.57,1.91,0.16925,11.15931,8.531439,0.2551,20.6318,17.0751,15.2883
42003,2080.35,1.92,0.1695,12.58763,9.78283,0.2552,21.2807,17.6718,15.8578
42004,2058.9,1.94,0.17125,18.48669,13.2293,0.2556,23.0274,19.3741,17.5145
42006,2058.2,2.05,0.1675,18.56095,10.55521,0.2556,22.3385,18.85,17.0613
42009,2020.58,2.09,0.168,20.79629,15.33484,0.2536,23.497,19.9026,18.0598
42010,2002.61,2.11,0.16775,21.88882,16.3039,0.2511,24.3534,21.0208,19.3099
42011,2025.9,2.09,0.1665,18.12859,13.99143,0.2521,23.0589,19.8082,18.1151
42012,2062.14,2.05,0.16625,15.52277,11.51364,0.2521,21.8081,18.5426,16.8483
42013,2044.81,2.07,0.16675,15.20301,11.93569,0.2541,22.3969,19.1625,17.4529
42016,2028.26,2.09,0.1665,19.47511,14.43593,0.2528,23.2308,19.9171,18.1559
42017,2023.03,2.09,0.1665,21.10382,15.31647,0.2533,23.7048,20.2928,18.5431
42018,2011.27,2.1,0.16825,22.57461,17.50164,0.2536,24.0081,20.515,18.7803
42019,1992.67,2.13,0.168,25.30893,20.0497,0.2526,24.2557,21.0232,19.2967
42020,2019.42,2.1,0.168,23.01881,17.57658,0.2566,23.788,20.6203,18.8997
42024,2022.55,2.1,0.1685,23.69002,18.50117,0.2567,23.4775,20.231,18.5366
42025,2032.12,2.09,0.16675,21.98698,16.74463,0.2571,22.7074,19.4422,17.723
42026,2063.15,2.05,0.16825,16.51795,12.06348,0.2561,21.3092,18.0447,16.3766
42027,2051.82,2.06,0.16775,17.01628,13.00553,0.2561,21.6753,18.3685,16.7049
42030,2057.09,2.05,0.169,16.07042,11.85942,0.2561,20.968,17.5595,15.8275
42031,2029.55,2.08,0.168,20.31042,15.3435,0.2526,21.7801,18.4099,16.6321
42032,2002.16,2.1,0.1705,23.06306,18.30439,0.2546,23.9406,20.6571,18.976
42033,2021.25,2.09,0.1709,20.29187,15.71807,0.2546,22.7354,19.4144,17.658
42034,1994.99,2.12,0.17125,24.48919,18.78906,0.2531,24.3322,21.0299,19.2838
42037,2020.85,2.1,0.1695,20.42369,15.69681,0.2521,23.4129,20.0363,18.2549
42038,2050.03,2.07,0.171,17.19438,13.13461,0.2551,22.4045,18.9783,17.2014
42039,2041.51,2.09,0.1735,17.94378,13.74097,0.2551,23.0962,19.6951,17.9372
42040,2062.52,2.07,0.171,17.0747,11.86561,0.2561,22.4,18.9849,17.1779
42041,2055.47,2.08,0.1715,17.10702,12.68767,0.2556,22.8751,19.341,17.4989
42044,2046.74,2.09,0.1722,18.00687,13.63066,0.25835,23.5659,20.0825,18.2668
42045,2068.59,2.07,0.1717,16.14564,11.49418,0.2581,22.7121,19.2363,17.3775
42046,2068.53,2.07,0.1717,15.18345,11.44317,0.2581,22.5842,19.0866,17.2489
42047,2088.48,2.05,0.172,11.71806,9.061748,0.2581,21.5094,18.0332,16.2656
42048,2096.99,2.04,0.173,10.80562,8.774837,0.2571,21.1947,17.6551,15.8923
42052,2100.34,2.04,0.1735,12.91049,10.00011,0.2567,21.4396,17.9095,16.0701
42053,2099.68,2.04,0.1735,12.23768,9.154922,0.2606,21.4029,17.9462,16.1869
42054,2097.45,2.04,0.1735,11.35992,9.050446,0.2615,21.224,17.7066,15.8745
42055,2110.3,2.03,0.1715,11.50934,8.976076,0.2626,20.534,17.1319,15.3191
42058,2109.66,2.03,0.171,12.28368,9.255283,0.2616,20.5073,16.9904,15.1652
42059,2115.48,2.02,0.1715,11.32539,8.204032,0.2611,19.8497,16.3591,14.5739
42060,2113.86,2.03,0.172,11.49788,9.050985,0.2609,19.952,16.4547,14.6889
42061,2110.74,2.03,0.1719,11.35059,8.913673,0.2616,20.0855,16.5909,14.8087
42062,2104.5,2.03,0.173,10.69743,8.311888,0.26185,20.0576,16.5705,14.7418
42065,2117.39,2.02,0.1727,10.93545,8.024576,0.26095,19.6192,16.1564,14.3973
42066,2107.78,2.03,0.173,11.5615,8.706818,0.26515,20.0541,16.6094,14.8317
42067,2098.53,2.04,0.175,12.82064,9.547669,0.2636,20.2538,16.8321,15.0572
42068,2101.04,2.03,0.175,12.50202,9.239837,0.2636,19.9537,16.6147,14.8457
42069,2071.26,2.06,0.175,15.87327,11.49422,0.2646,20.7696,17.5495,15.8236
42072,2079.43,2.05,0.1765,14.83282,11.00636,0.2666,20.5581,17.3715,15.6462
42073,2044.16,2.09,0.1779,17.45964,14.29646,0.2677,21.4825,18.4665,16.8569
42074,2040.24,2.09,0.176,17.22884,14.26299,0.2699,21.7219,18.7407,17.1215
42075,2065.95,2.07,0.1745,15.43256,12.66706,0.2706,20.7603,17.7975,16.1981
42076,2053.4,2.08,0.1765,15.29815,12.88193,0.27065,21.2429,18.3348,16.7663
42079,2081.19,2.05,0.177,17.1233,13.04025,0.27015,20.8912,17.8867,16.2749
42080,2074.28,2.06,0.1775,18.98321,13.98725,0.26935,21.0058,18.078,16.4794
42081,2099.5,2.03,0.176,14.79726,10.91362,0.2703,20.1045,17.0391,15.3718
42082,2089.27,2.04,0.17325,13.49858,10.30833,0.26455,20.3658,17.2885,15.6197
42083,2108.1,2.03,0.174,10.70455,7.859215,0.2668,20.0551,16.8745,15.1973
42086,2104.42,2.03,0.17375,11.88392,8.749235,0.2668,20.0311,16.9378,15.3103
42087,2091.5,2.04,0.17275,12.78646,9.606878,0.26935,20.1275,17.1247,15.4904
42088,2061.05,2.07,0.1756,15.91991,12.50804,0.26855,21.0807,18.2155,16.6402
42089,2056.15,2.08,0.17775,16.92473,13.20371,0.27305,21.2407,18.3926,16.7873
42090,2061.02,2.07,0.178,15.86409,11.46396,0.2754,20.9516,18.1006,16.5316
42093,2086.24,2.05,0.17925,16.44683,10.56901,0.27415,20.3656,17.4879,15.8583
42094,2067.89,2.06,0.17625,18.40199,12.51972,0.27075,21.1347,18.1988,16.5759
42095,2059.69,2.07,0.17755,15.38565,12.10145,0.27075,20.9183,18.0629,16.4831
42096,2066.96,2.07,0.17975,14.95034,11.25007,0.27375,20.8412,17.975,16.3372
42100,2080.62,2.05,0.17975,15.35956,11.71587,0.27375,20.5982,17.7094,16.087
42101,2076.33,2.06,0.18015,15.03717,10.97334,0.27375,20.5473,17.6868,16.0879
42102,2081.9,2.05,0.18095,13.95476,9.98683,0.2712,20.2032,17.2952,15.668
42103,2091.18,2.04,0.18,12.03039,8.755855,0.2759,19.6418,16.705,15.0464
42104,2102.06,2.03,0.1785,9.711306,7.211481,0.277,19.2025,16.2085,14.5526
42107,2092.43,2.04,0.1815,12.86549,10.14384,0.2753,19.9492,16.944,15.3063
42108,2095.84,2.04,0.1825,12.57094,9.451143,0.27555,19.7442,16.6744,15.0113
42109,2106.63,2.03,0.1804,10.61445,8.400301,0.27435,19.2825,16.1996,14.5544
42110,2104.99,2.03,0.18055,11.09145,8.492397,0.2751,19.0902,16.0518,14.3734
42111,2081.18,2.06,0.18025,13.57575,10.55189,0.27575,19.8377,16.8646,15.2153
42114,2100.4,2.04,0.1805,12.62195,9.035395,0.276,19.2463,16.2299,14.5978
42115,2097.29,2.04,0.1815,13.04476,9.481865,0.27725,19.253,16.2696,14.6807
42116,2107.96,2.03,0.18175,12.3066,8.513199,0.2775,19.0479,15.9798,14.3344
42117,2112.93,2.03,0.18125,12.11892,9.101211,0.277,18.8863,15.8551,14.2205
42118,2117.69,2.03,0.1815,10.77298,8.487206,0.279,18.9103,15.8908,14.25
42121,2108.92,2.03,0.18125,13.20239,11.21213,0.279,19.4156,16.3877,14.744
42122,2114.76,2.03,0.18425,12.48573,10.13938,0.27815,18.9654,15.9414,14.3215
42123,2106.85,2.04,0.18025,13.82521,10.32261,0.27815,19.5523,16.4863,14.8353
42124,2085.51,2.06,0.181,16.20191,12.61974,0.27875,20.16,17.1203,15.5184
42125,2108.29,2.04,0.18225,12.59321,8.591625,0.27975,19.1609,16.2032,14.5751
42128,2114.49,2.03,0.18225,12.78101,8.977622,0.27975,19.2494,16.1888,14.5665
42129,2089.46,2.05,0.1805,16.06081,12.18228,0.2759,20.0419,17.1876,15.623
42130,2080.15,2.06,0.18025,17.10691,12.82514,0.276,20.4972,17.581,15.9894
42131,2088,2.06,0.1815,16.89695,11.99259,0.27885,20.507,17.5601,15.9509
42132,2116.1,2.03,0.18475,11.05355,7.728069,0.27985,19.3188,16.3055,14.6677
42135,2105.33,2.04,0.1856,13.53344,9.895607,0.2766,19.8618,16.9031,15.2671
42136,2099.12,2.04,0.1856,15.45837,10.37018,0.275,19.8793,16.9956,15.3884
42137,2098.48,2.04,0.1856,14.29337,10.19519,0.2739,19.6965,16.7779,15.1569
42138,2121.1,2.02,0.18335,11.88942,8.385075,0.276,19.1854,16.1364,14.5176
42139,2122.73,2.02,0.1862,10.85781,7.609157,0.2765,19.104,16.0196,14.3566
42142,2129.2,2.01,0.184,11.26587,7.856295,0.276,18.8448,15.8169,14.1353
42143,2127.83,2.01,0.18675,11.56715,8.137967,0.281,18.8048,15.7644,14.105
42144,2125.85,2.02,0.18475,10.53828,7.77946,0.2835,18.6839,15.7056,14.1034
42145,2130.82,2.01,0.18475,9.690418,7.527751,0.282,18.1969,15.2339,13.6401
42146,2126.06,2.02,0.18485,8.938351,7.237125,0.2845,18.3579,15.3865,13.7847
42150,2104.2,2.04,0.1863,14.42749,10.9252,0.28585,19.3333,16.3534,14.7691
42151,2123.48,2.02,0.18535,13.11793,8.796986,0.2835,18.8426,15.7718,14.1264
42152,2120.79,2.03,0.184,13.72661,9.1828,0.28275,18.9114,15.8321,14.2009
42153,2107.39,2.04,0.184,16.14492,10.23198,0.28375,19.1787,16.1562,14.5423
42156,2111.73,2.04,0.183,15.06601,10.6401,0.2825,19.216,16.1694,14.5471
42157,2109.6,2.04,0.1848,15.32299,10.83498,0.2787,19.5298,16.4731,14.8188
42158,2114.07,2.03,0.185,14.67208,9.775578,0.2792,19.2448,16.2071,14.5661
42159,2095.84,2.05,0.18405,16.06849,12.57834,0.2789,20.0329,17.0533,15.404
42160,2092.83,2.06,0.183,14.21024,10.61338,0.2812,19.7603,16.9054,15.3423
42163,2079.28,2.07,0.1854,16.56249,12.9628,0.2822,20.2742,17.4521,15.9147
42164,2080.15,2.07,0.1875,15.85189,11.8953,0.2855,20.0007,17.1921,15.6724
42165,2105.2,2.04,0.18875,14.08651,10.58781,0.28785,19.1767,16.2634,14.7029
42166,2108.86,2.04,0.1855,12.30656,10.02247,0.28585,18.9433,16.029,14.4914
42167,2094.11,2.05,0.18475,15.50389,11.06841,0.28605,19.359,16.4497,14.8483
42170,2084.43,2.06,0.18525,17.9318,13.8312,0.28325,20.2492,17.3211,15.7655
42171,2096.29,2.05,0.185,17.6741,13.4244,0.28625,19.8425,16.9596,15.3612
42172,2100.44,2.05,0.1875,16.62878,11.99387,0.2857,19.881,16.8601,15.2764
42173,2121.24,2.03,0.18675,13.6568,10.15994,0.2808,19.2593,16.1709,14.5174
42174,2109.99,2.04,0.187,14.90862,9.60969,0.2813,19.6422,16.5481,14.9804
42177,2122.85,2.02,0.187,12.77387,8.883392,0.28225,18.9526,15.9276,14.2958
42178,2124.2,2.02,0.187,12.15328,8.406432,0.28075,18.5718,15.5569,13.9278
42179,2108.58,2.04,0.1865,15.18726,11.02202,0.28075,18.9954,16.0203,14.4298
42180,2102.31,2.04,0.186,17.52506,12.28976,0.282,19.3442,16.3973,14.7998
42181,2101.49,2.04,0.1866,18.45942,12.5922,0.28175,19.2981,16.3842,14.8017
42184,2057.64,2.09,0.1866,25.22609,17.81744,0.2837,22.0659,19.0164,17.414
42185,2063.11,2.08,0.1865,24.04441,15.91138,0.2832,21.7931,18.7668,17.0704
42186,2077.42,2.07,0.185,19.29243,13.85563,0.2836,20.4855,17.5573,15.9574
42187,2076.78,2.07,0.18815,21.49807,14.10511,0.2835,21.2638,18.2053,16.5703
42191,2068.76,2.08,0.1865,18.89341,14.12275,0.28425,21.5839,18.5876,16.9376
42192,2081.34,2.07,0.1895,16.91442,13.34288,0.28325,20.8911,17.9232,16.3496
42193,2046.68,2.11,0.1885,22.85058,18.00675,0.28345,22.8275,19.8188,18.2399
42194,2051.31,2.1,0.1867,23.19783,17.56179,0.286,23.117,19.9966,18.3607
42195,2076.62,2.08,0.186,18.19693,14.18412,0.2858,21.4502,18.3806,16.7463
42198,2099.6,2.05,0.1873,14.4318,10.14806,0.2888,19.5397,16.5798,14.9509
42199,2108.95,2.05,0.187,12.51764,8.915877,0.2885,19.3503,16.3246,14.7176
42200,2107.4,2.05,0.186,13.6376,9.425858,0.2885,19.2706,16.2175,14.6111
42201,2124.29,2.03,0.188,10.53184,7.150613,0.287,18.5067,15.4805,13.8419
42202,2126.64,2.03,0.1905,9.320601,6.304885,0.29175,18.4121,15.3066,13.6537
42205,2128.28,2.03,0.189,11.33068,7.910042,0.295,18.4666,15.3988,13.7634
42206,2119.21,2.03,0.185,11.14113,8.224377,0.2941,18.406,15.359,13.7567
42207,2114.15,2.04,0.187,11.45197,8.140123,0.2925,18.4903,15.4389,13.8452
42208,2102.15,2.05,0.1905,12.45382,9.340927,0.2951,18.7721,15.7931,14.212
42209,2079.65,2.07,0.189,13.70514,10.79525,0.2936,19.2799,16.3951,14.8536
42212,2067.64,2.09,0.189,17.85654,13.92108,0.2941,20.2741,17.4246,15.9209
42213,2093.25,2.06,0.1908,13.94805,10.10907,0.2968,19.0304,16.1903,14.6644
42214,2108.57,2.05,0.18955,13.03263,8.501472,0.2968,18.7573,15.8391,14.2472
42215,2108.63,2.05,0.1885,11.63615,8.122112,0.3001,18.6449,15.7736,14.2064
42216,2103.84,2.06,0.19175,10.40985,8.202736,0.3086,18.638,15.8021,14.2468
42219,2098.04,2.06,0.1905,13.22267,9.037634,0.3037,18.5766,15.8892,14.393
42220,2093.32,2.07,0.19075,13.03452,9.455587,0.3011,18.7705,16.0364,14.5358
42221,2099.84,2.06,0.1935,12.95298,8.941515,0.3109,18.6746,15.945,14.4586
42222,2083.56,2.08,0.1915,14.95854,10.77811,0.3114,19.3697,16.6149,15.1577
42223,2077.57,2.09,0.19125,13.44401,10.62978,0.3116,19.2636,16.6779,15.2325
42226,2104.18,2.06,0.19255,11.81115,8.516105,0.3142,18.7777,16.0412,14.5182
42227,2084.07,2.08,0.19345,15.37064,11.0377,0.31435,19.6834,16.9768,15.4555
42228,2086.05,2.08,0.194,15.2781,10.8324,0.3093,19.7274,17.0273,15.4985
42229,2083.39,2.08,0.1976,14.0474,10.54523,0.3205,19.5995,16.9219,15.4111
